director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,movie_facebook_likes
John Hamburg,214,105,32,273,Jane Curtin,24000,71347010,J.K. Simmons,"I Love You, Man ",171791,25018,Kym Whitley,http://www.imdb.com/title/tt1155056/?ref_=fn_tt_tt_1,216,English,USA,R,40000000,2009,304,7,6000
Oliver Stone,127,206,0,4,Jay O. Sanders,435,70405498,Sally Kirkland,JFK ,118612,717,Cheryl Penland,http://www.imdb.com/title/tt0102138/?ref_=fn_tt_tt_1,451,English,France,R,40000000,1991,273,8,0
John Whitesell,64,99,13,628,Nia Long,17000,70163652,Chloë Grace Moretz,Big Momma's House 2 ,33566,19366,Marisol Nichols,http://www.imdb.com/title/tt0421729/?ref_=fn_tt_tt_1,82,English,USA,PG-13,40000000,2006,842,4.6,675
Mel Gibson,413,139,0,71,Rachel Griffiths,10000,67115062,Andrew Garfield,Hacksaw Ridge ,189985,10722,Jacob Warner,http://www.imdb.com/title/tt2119532/?ref_=fn_tt_tt_1,499,English,Australia,R,40000000,2016,587,8.2,78000
Gore Verbinski,125,123,575,8000,Brad Pitt,24000,66808615,J.K. Simmons,The Mexican ,90231,44963,James Gandolfini,http://www.imdb.com/title/tt0236493/?ref_=fn_tt_tt_1,345,English,USA,R,57000000,2001,12000,6.1,0
David R. Ellis,219,82,165,765,Andrew Fiscella,164000,66466372,Krista Allen,The Final Destination ,78944,303961,Shantel VanSanten,http://www.imdb.com/title/tt1144884/?ref_=fn_tt_tt_1,292,English,USA,R,40000000,2009,137000,5.2,0
Burr Steers,190,102,23,509,Thomas Lennon,2000,64149837,Hunter Parrish,17 Again ,152131,5043,Melora Hardin,http://www.imdb.com/title/tt0974661/?ref_=fn_tt_tt_1,187,English,USA,PG-13,20000000,2009,670,6.4,5000
Nicholas Stoller,222,114,91,176,Mario Lopez,866,60923325,Pink,Get Him to the Greek ,151463,2146,Lino Facioli,http://www.imdb.com/title/tt1226229/?ref_=fn_tt_tt_1,197,English,USA,R,,2010,740,6.4,12000
Jaume Collet-Serra,351,113,222,786,Frank Langella,14000,61094903,Liam Neeson,Unknown ,217677,17298,Aidan Quinn,http://www.imdb.com/title/tt1401152/?ref_=fn_tt_tt_1,332,English,UK,PG-13,30000000,2011,948,6.9,29000
John Moore,131,106,212,392,David Keith,607,59068786,Joaquim de Almeida,Behind Enemy Lines ,89405,2606,Sam Jaeger,http://www.imdb.com/title/tt0159273/?ref_=fn_tt_tt_1,412,English,USA,PG-13,40000000,2001,565,6.4,0
Mathieu Kassovitz,204,98,328,428,Charles S. Dutton,21000,59588068,Robert Downey Jr.,Gothika ,92469,22374,Bernard Hill,http://www.imdb.com/title/tt0348836/?ref_=fn_tt_tt_1,377,English,USA,R,40000000,2003,566,5.8,0
Brad Furman,277,118,69,642,Margarita Levieva,12000,57981889,Matthew McConaughey,The Lincoln Lawyer ,180620,15016,Frances Fisher,http://www.imdb.com/title/tt1189340/?ref_=fn_tt_tt_1,208,English,USA,R,40000000,2011,979,7.3,25000
Peter Chelsom,117,106,26,431,Nick Cannon,1000,57887882,Lisa Ann Walter,Shall We Dance ,37001,2354,Omar Benson Miller,http://www.imdb.com/title/tt0358135/?ref_=fn_tt_tt_1,214,English,USA,PG-13,50000000,2004,600,6.1,0
Cal Brunker,83,89,7,35,Jonathan Morgan Heit,191,57011847,Paul Scheer,Escape from Planet Earth ,21408,369,Trevor Devall,http://www.imdb.com/title/tt0765446/?ref_=fn_tt_tt_1,45,English,USA,PG,40000000,2013,91,6,0
Angelina Jolie,328,137,11000,465,Jack O'Connell,839,115603980,Finn Wittrock,Unbroken ,112864,3066,Alex Russell,http://www.imdb.com/title/tt1809398/?ref_=fn_tt_tt_1,370,English,USA,PG-13,65000000,2014,710,7.2,35000
Joe Dante,100,108,446,848,Robert Picardo,4000,53955614,Kirsten Dunst,Small Soldiers ,79791,8724,Denis Leary,http://www.imdb.com/title/tt0122718/?ref_=fn_tt_tt_1,141,English,USA,PG-13,40000000,1998,853,6.1,0
Sean Anders,200,116,52,2000,Christoph Waltz,18000,54414716,Kevin Spacey,Horrible Bosses 2 ,123840,32612,Jonathan Banks,http://www.imdb.com/title/tt2170439/?ref_=fn_tt_tt_1,192,English,USA,R,42000000,2014,11000,6.3,12000
Mark A.Z. Dippé,72,98,20,807,Miko Hughes,2000,54967359,Frank Welker,Spawn ,54547,5206,Melinda Clarke,http://www.imdb.com/title/tt0120177/?ref_=fn_tt_tt_1,212,English,USA,R,40000000,1997,989,5.2,0
Kevin Reynolds,136,131,63,771,James Frain,15000,54228104,Henry Cavill,The Count of Monte Cristo ,109139,17214,Michael Wincott,http://www.imdb.com/title/tt0245844/?ref_=fn_tt_tt_1,548,English,UK,PG-13,35000000,2002,1000,7.7,0
Christopher Nolan,349,130,22000,19000,Hugh Jackman,23000,53082743,Christian Bale,The Prestige ,904352,69032,Scarlett Johansson,http://www.imdb.com/title/tt0482571/?ref_=fn_tt_tt_1,1122,English,USA,PG-13,40000000,2006,20000,8.5,50000
Alejandro Agresti,175,99,18,222,Dylan Walsh,19000,52320979,Keanu Reeves,The Lake House ,118416,19717,Ebon Moss-Bachrach,http://www.imdb.com/title/tt0410297/?ref_=fn_tt_tt_1,551,English,USA,PG,40000000,2006,436,6.8,0
Nimród Antal,355,107,190,328,Derek Mears,2000,52000688,Topher Grace,Predators ,178045,3262,Oleg Taktarov,http://www.imdb.com/title/tt1424381/?ref_=fn_tt_tt_1,624,English,USA,R,40000000,2010,536,6.4,17000
Peter Hedges,168,105,57,1000,Joel Edgerton,3000,51853450,Jennifer Garner,The Odd Life of Timothy Green ,39034,9265,Common,http://www.imdb.com/title/tt1462769/?ref_=fn_tt_tt_1,112,English,USA,PG,25000000,2012,2000,6.6,11000
John Glen,106,130,46,263,Joe Don Baker,2000,51185897,John Rhys-Davies,The Living Daylights ,72337,3327,Desmond Llewelyn,http://www.imdb.com/title/tt0093428/?ref_=fn_tt_tt_1,275,English,UK,PG,30000000,1987,406,6.7,0
Mel Gibson,282,139,0,20,Dalia Hernández,709,50859889,Rudy Youngblood,Apocalypto ,246526,851,Jonathan Brewer,http://www.imdb.com/title/tt0472043/?ref_=fn_tt_tt_1,1059,Maya,USA,R,40000000,2006,78,7.8,15000
Marc Lawrence,174,95,31,374,Scott Porter,951,50562555,Brad Garrett,Music and Lyrics ,84648,2320,Aasif Mandvi,http://www.imdb.com/title/tt0758766/?ref_=fn_tt_tt_1,291,English,USA,PG-13,40000000,2007,696,6.5,0
Ivan Reitman,17,116,488,374,Debra Winger,965,49851591,Brian Dennehy,Legal Eagles ,8197,2471,Steven Hill,http://www.imdb.com/title/tt0091396/?ref_=fn_tt_tt_1,35,English,USA,PG,40000000,1986,589,5.9,282
David Koepp,194,96,198,546,Charles S. Dutton,40000,47781388,Johnny Depp,Secret Window ,153367,41385,Timothy Hutton,http://www.imdb.com/title/tt0363988/?ref_=fn_tt_tt_1,539,English,USA,PG-13,40000000,2004,566,6.6,0
Iain Softley,194,104,35,352,Jen Apgar,546,47806295,Gena Rowlands,The Skeleton Key ,90987,1810,Deneen Tyler,http://www.imdb.com/title/tt0397101/?ref_=fn_tt_tt_1,378,English,USA,PG-13,43000000,2005,521,6.5,0
Clint Eastwood,250,134,17000,239,Steve Schirripa,880,47034272,Johnny Cannizzaro,Jersey Boys ,26907,2408,Scott Vance,http://www.imdb.com/title/tt1742044/?ref_=fn_tt_tt_1,195,English,USA,R,40000000,2014,417,6.8,16000
Paul Weiland,126,101,10,692,Kevin Sussman,1000,46012734,Busy Philipps,Made of Honor ,56693,4359,Beau Garrett,http://www.imdb.com/title/tt0866439/?ref_=fn_tt_tt_1,102,English,USA,PG-13,40000000,2008,709,5.8,0
John McTiernan,23,106,467,0,José Wilker,478,45500797,Lorraine Bracco,Medicine Man ,18079,525,Sean Connery,http://www.imdb.com/title/tt0104839/?ref_=fn_tt_tt_1,57,English,USA,PG-13,40000000,1992,47,6,731
Francis Ford Coppola,93,135,0,960,Virginia Madsen,14000,45856732,Matt Damon,The Rainmaker ,48420,18050,Dean Stockwell,http://www.imdb.com/title/tt0119978/?ref_=fn_tt_tt_1,141,English,USA,PG-13,40000000,1997,1000,7.1,3000
Seth MacFarlane,310,136,3000,973,Seth MacFarlane,14000,42615685,Liam Neeson,A Million Ways to Die in the West ,143824,20004,Sarah Silverman,http://www.imdb.com/title/tt2557490/?ref_=fn_tt_tt_1,426,English,USA,R,40000000,2014,3000,6.1,24000
Steven Spielberg,79,155,14000,11000,Matthew McConaughey,12000,44175394,Anthony Hopkins,Amistad ,58998,38625,Morgan Freeman,http://www.imdb.com/title/tt0118607/?ref_=fn_tt_tt_1,229,English,USA,R,36000000,1997,12000,7.2,0
Steven Quale,278,92,77,518,Jacqueline MacInnes Wood,704,42575718,Emma Bell,Final Destination 5 ,87505,3138,Courtney B. Vance,http://www.imdb.com/title/tt1622979/?ref_=fn_tt_tt_1,227,English,USA,R,40000000,2011,682,5.9,20000
Bobby Farrelly,123,104,104,228,KaDee Strickland,823,42071069,Jimmy Fallon,Fever Pitch ,37247,1885,Ione Skye,http://www.imdb.com/title/tt0332047/?ref_=fn_tt_tt_1,210,English,USA,PG-13,30000000,2005,320,6.2,2000
Colin Strause,210,102,23,484,Johnny Lewis,1000,41797066,Sam Trammell,Aliens vs. Predator: Requiem ,96480,4389,Ian Whyte,http://www.imdb.com/title/tt0758730/?ref_=fn_tt_tt_1,1007,English,USA,R,40000000,2007,755,4.7,0
Jay Russell,97,112,29,68,Alex Etel,258,40412817,Ben Chaplin,The Water Horse ,32963,502,Craig Hall,http://www.imdb.com/title/tt0760329/?ref_=fn_tt_tt_1,91,English,New Zealand,PG,40000000,2007,97,6.5,0
Jake Kasdan,203,94,56,217,Randall Park,843,38543473,James Wilcox,Sex Tape ,89267,1678,Nat Faxon,http://www.imdb.com/title/tt1956620/?ref_=fn_tt_tt_1,161,English,USA,R,40000000,2014,400,5.1,0
Wes Craven,422,111,0,687,Aimee Teegarden,2000,38176892,Alison Brie,Scream 4 ,108049,4516,Shenae Grimes-Beech,http://www.imdb.com/title/tt1262416/?ref_=fn_tt_tt_1,525,English,USA,R,40000000,2011,753,6.2,26000
Joan Chen,101,103,650,602,Sam Trammell,24000,37752931,J.K. Simmons,Autumn in New York ,21013,26988,Elaine Stritch,http://www.imdb.com/title/tt0174480/?ref_=fn_tt_tt_1,182,English,USA,PG-13,65000000,2000,1000,5.5,0
Donald Petrie,15,95,85,290,John Larroquette,3000,38087756,Macaulay Culkin,Ri¢hie Ri¢h ,52272,4728,Jonathan Hyde,http://www.imdb.com/title/tt0110989/?ref_=fn_tt_tt_1,40,English,USA,PG,40000000,1994,487,5.2,0
Greg Mottola,345,109,101,62,Bobby Lee,380,37371385,David House,Paul ,200494,734,Nelson Ascencio,http://www.imdb.com/title/tt1092026/?ref_=fn_tt_tt_1,334,English,USA,R,40000000,2011,183,7,42000
Anne Fletcher,147,95,100,92,Tom Virtue,416,37101011,Miriam Margolyes,The Guilt Trip ,31389,1107,Rose Abdoo,http://www.imdb.com/title/tt1694020/?ref_=fn_tt_tt_1,106,English,USA,PG-13,40000000,2012,359,5.8,0
Joel Schumacher,140,123,556,652,James Gandolfini,13000,36283504,Nicolas Cage,8MM ,107361,22052,Chris Bauer,http://www.imdb.com/title/tt0134273/?ref_=fn_tt_tt_1,592,English,Germany,R,40000000,1999,8000,6.5,0
Olivier Megaton,199,112,117,675,Callum Blue,875,36665854,Jordi Mollà,Colombiana ,79307,3478,Jesse Borrego,http://www.imdb.com/title/tt1657507/?ref_=fn_tt_tt_1,207,English,France,PG-13,40000000,2011,746,6.4,15000
Kelly Makin,90,102,7,591,Burt Young,717,33864342,Jeanne Tripplehorn,Mickey Blue Eyes ,30772,2973,Vincent Pastore,http://www.imdb.com/title/tt0130121/?ref_=fn_tt_tt_1,117,English,UK,PG-13,75000000,1999,682,5.8,461
Diane Keaton,82,94,2000,273,Adam Arkin,2000,36037909,Diane Keaton,Hanging Up ,10441,3302,Celia Weston,http://www.imdb.com/title/tt0162983/?ref_=fn_tt_tt_1,131,English,Germany,PG-13,60000000,2000,388,4.7,414
Oliver Stone,80,140,0,555,Kevin Dillon,771,35183792,Michael Wincott,The Doors ,70929,3189,Kathleen Quinlan,http://www.imdb.com/title/tt0101761/?ref_=fn_tt_tt_1,218,English,USA,R,38000000,1991,589,7.2,0
Mimi Leder,157,123,77,691,Angie Dickinson,18000,33508922,Kevin Spacey,Pay It Forward ,99518,21029,David Ramsey,http://www.imdb.com/title/tt0223897/?ref_=fn_tt_tt_1,663,English,USA,PG-13,40000000,2000,820,7.2,17000
Steve Gordon,37,97,5,258,Dudley Moore,794,95461682,Liza Minnelli,Arthur ,22163,1685,John Gielgud,http://www.imdb.com/title/tt0082031/?ref_=fn_tt_tt_1,119,English,USA,PG,7000000,1981,352,6.9,3000
Steven Brill,145,102,80,501,Shaun Weiss,1000,32853640,Lisa Ann Walter,Drillbit Taylor ,51724,3279,Matt Walsh,http://www.imdb.com/title/tt0817538/?ref_=fn_tt_tt_1,103,English,USA,PG-13,40000000,2008,616,5.7,719
Stephen Daldry,284,129,338,93,Thomas Horn,15000,31836745,Tom Hanks,Extremely Loud & Incredibly Close ,85473,15621,Stephen Henderson,http://www.imdb.com/title/tt0477302/?ref_=fn_tt_tt_1,348,English,USA,PG-13,40000000,2011,460,6.9,40000
Peter Berg,224,133,567,173,Rhet Kidd,406,31856991,Rachel Brosnahan,Patriots Day ,31916,959,Lana Condor,http://www.imdb.com/title/tt4572514/?ref_=fn_tt_tt_1,142,English,USA,R,45000000,2016,214,7.4,0
Roger Michell,213,107,51,62,Patti D'Arbanville,291,30993544,Noah Bean,Morning Glory ,61146,626,Vanessa Aspillaga,http://www.imdb.com/title/tt1126618/?ref_=fn_tt_tt_1,159,English,USA,PG-13,40000000,2010,116,6.5,0
Jim Sheridan,97,117,272,498,Bill Duke,1000,30981850,50 Cent,Get Rich or Die Tryin' ,37465,4329,Tory Kittles,http://www.imdb.com/title/tt0430308/?ref_=fn_tt_tt_1,285,English,USA,R,40000000,2005,1000,5.1,0
Russell Mulcahy,72,93,86,533,Peter Boyle,940,32055248,Jonathan Winters,The Shadow ,19499,2842,John Kapelos,http://www.imdb.com/title/tt0111143/?ref_=fn_tt_tt_1,147,English,USA,PG-13,25000000,1994,631,6,0
Christian Duguay,110,116,19,264,Cary-Hiroyuki Tagawa,2000,30199105,Michael Biehn,The Art of War ,25827,3849,Anne Archer,http://www.imdb.com/title/tt0160009/?ref_=fn_tt_tt_1,167,English,USA,R,60000000,2000,1000,5.7,479
Peter Segal,212,113,91,817,Sylvester Stallone,22000,29802761,Robert De Niro,Grudge Match ,48799,36063,Oscar Gale,http://www.imdb.com/title/tt1661382/?ref_=fn_tt_tt_1,118,English,USA,PG-13,40000000,2013,13000,6.4,12000
Chuck Russell,100,107,59,154,Angela Bettis,995,29374178,Jimmy Smits,Bless the Child ,12406,1666,Michael Gaston,http://www.imdb.com/title/tt0163983/?ref_=fn_tt_tt_1,190,English,USA,R,65000000,2000,299,5.1,438
Chris Columbus,145,135,0,504,Jesse L. Martin,1000,29077547,David Fine,Rent ,42964,2984,Tracie Thoms,http://www.imdb.com/title/tt0294870/?ref_=fn_tt_tt_1,758,English,USA,PG-13,40000000,2005,772,7,0
Sam Weisman,62,90,38,211,Valerie Perri,631,28535768,Oliver Hudson,The Out-of-Towners ,10909,1377,Carlease Burke,http://www.imdb.com/title/tt0129280/?ref_=fn_tt_tt_1,108,English,USA,PG-13,75000000,1999,322,5.3,318
John Frankenheimer,61,99,297,45,Temuera Morrison,10000,27663982,Marlon Brando,The Island of Dr. Moreau ,26911,10489,Marco Hofschneider,http://www.imdb.com/title/tt0116654/?ref_=fn_tt_tt_1,164,English,USA,PG-13,40000000,1996,383,4.4,0
Paul W.S. Anderson,191,99,554,532,Eoin Macken,14000,26844692,Milla Jovovich,Resident Evil: The Final Chapter ,37935,15912,Ruby Rose,http://www.imdb.com/title/tt2592614/?ref_=fn_tt_tt_1,236,English,USA,R,40000000,2016,543,5.7,21000
Peter Hyams,106,104,0,329,Justin Chambers,990,27053815,Catherine Deneuve,The Musketeer ,13076,2950,Stephen Rea,http://www.imdb.com/title/tt0246544/?ref_=fn_tt_tt_1,294,English,Germany,PG-13,40000000,2001,937,4.7,318
Pat O'Connor,93,119,7,830,Frank Langella,19000,25178165,Keanu Reeves,Sweet November ,73039,21570,Liam Aiken,http://www.imdb.com/title/tt0230838/?ref_=fn_tt_tt_1,276,English,USA,PG-13,40000000,2001,948,6.7,0
Justin Chadwick,168,115,56,19000,Scarlett Johansson,20000,26814957,Natalie Portman,The Other Boleyn Girl ,87812,77903,Benedict Cumberbatch,http://www.imdb.com/title/tt0467200/?ref_=fn_tt_tt_1,255,English,UK,PG-13,35000000,2008,19000,6.7,0
Martin Scorsese,115,112,17000,366,David Carradine,22000,32645,Robert De Niro,Mean Streets ,72317,23820,David Proval,http://www.imdb.com/title/tt0070379/?ref_=fn_tt_tt_1,225,English,USA,R,500000,1973,984,7.4,0
Stephen Hopkins,187,99,82,138,Andrea Frankle,329,25117498,Stephen Rea,The Reaping ,38315,980,William Ragsdale,http://www.imdb.com/title/tt0444682/?ref_=fn_tt_tt_1,183,English,USA,R,40000000,2007,257,5.7,0
Frederik Du Chau,34,86,8,942,Don Rickles,10000,22717758,Gary Oldman,The Magic Sword: Quest for Camelot ,11766,15736,Jaleel White,http://www.imdb.com/title/tt0120800/?ref_=fn_tt_tt_1,68,English,USA,G,40000000,1998,2000,6.2,0
Penny Marshall,12,128,588,416,Cliff Robertson,795,24332324,Ed Begley Jr.,Renaissance Man ,14302,3313,Richard T. Jones,http://www.imdb.com/title/tt0110971/?ref_=fn_tt_tt_1,61,English,USA,PG-13,40000000,1994,776,6.1,711
Irwin Winkler,55,128,35,699,Nathan Lane,1000,22326247,Mira Sorvino,At First Sight ,11615,3902,Steven Weber,http://www.imdb.com/title/tt0132512/?ref_=fn_tt_tt_1,105,English,USA,PG-13,60000000,1999,893,5.9,0
Michael Caton-Jones,103,108,116,620,James Franco,22000,22433915,Robert De Niro,City by the Sea ,21853,34394,John Doman,http://www.imdb.com/title/tt0269095/?ref_=fn_tt_tt_1,167,English,USA,R,60000000,2002,11000,6.1,436
Wes Anderson,339,87,0,577,Bill Murray,13000,20999103,Meryl Streep,Fantastic Mr. Fox ,148518,26789,Helen McCrory,http://www.imdb.com/title/tt0432283/?ref_=fn_tt_tt_1,255,English,USA,PG,40000000,2009,13000,7.8,15000
Joseph Kahn,85,84,34,596,Christina Milian,1000,21176322,Dane Cook,Torque ,24294,4089,Faizon Love,http://www.imdb.com/title/tt0329691/?ref_=fn_tt_tt_1,209,English,USA,PG-13,40000000,2004,1000,4,0
Paul Verhoeven,184,131,759,696,Elizabeth Berkley,16000,20302961,Bobbie Phillips,Showgirls ,52073,19062,Robert Davi,http://www.imdb.com/title/tt0114436/?ref_=fn_tt_tt_1,459,English,France,NC-17,45000000,1995,903,4.6,0
Ken Kwapis,124,107,53,180,Tim Blake Nelson,936,20113965,Ted Danson,Big Miracle ,15824,1809,Andrew Daly,http://www.imdb.com/title/tt1430615/?ref_=fn_tt_tt_1,66,English,USA,PG,40000000,2012,634,6.5,0
Harold Becker,50,111,17,927,Martin Landau,15000,20300000,Al Pacino,City Hall ,17252,19044,Bridget Fonda,http://www.imdb.com/title/tt0115907/?ref_=fn_tt_tt_1,60,English,USA,R,40000000,1996,964,6.2,333
J.A. Bayona,378,114,197,261,Oaklee Pendergast,388,18996755,Geraldine Chaplin,The Impossible ,155039,1116,Samuel Joslin,http://www.imdb.com/title/tt1649419/?ref_=fn_tt_tt_1,331,English,Spain,PG-13,45000000,2012,285,7.6,55000
Brian Robbins,70,91,53,39,Lou Saliba,70,18438149,John Gatins,A Thousand Words ,32464,251,Greg Collins,http://www.imdb.com/title/tt0763831/?ref_=fn_tt_tt_1,94,English,USA,PG-13,40000000,2012,46,5.9,0
Sofia Coppola,265,123,0,865,Shirley Henderson,4000,15962471,Kirsten Dunst,Marie Antoinette ,83416,7396,Rip Torn,http://www.imdb.com/title/tt0422720/?ref_=fn_tt_tt_1,624,English,USA,PG-13,40000000,2006,928,6.4,0
Mike Hodges,95,103,24,23,Alun Armstrong,215,,Britt Ekland,Get Carter ,23048,514,Ian Hendry,http://www.imdb.com/title/tt0067128/?ref_=fn_tt_tt_1,194,English,UK,R,750000,1971,193,7.5,0
Stephen Herek,85,103,82,308,Stockard Channing,11000,14448589,Angelina Jolie,Life or Something Like It ,20080,12646,James Gammon,http://www.imdb.com/title/tt0282687/?ref_=fn_tt_tt_1,128,English,USA,PG-13,40000000,2002,1000,5.8,863
Barbet Schroeder,41,101,58,517,Michael Rapaport,13000,14942422,Nicolas Cage,Kiss of Death ,14709,15115,Philip Baker Hall,http://www.imdb.com/title/tt0113552/?ref_=fn_tt_tt_1,60,English,USA,R,40000000,1995,1000,5.9,565
John Carpenter,44,99,0,492,Michael McKean,1000,14358033,Richard Epcar,Memoirs of an Invisible Man ,18162,2478,Patricia Heaton,http://www.imdb.com/title/tt0104850/?ref_=fn_tt_tt_1,68,English,USA,PG-13,40000000,1992,675,5.9,722
Elaine May,49,107,127,580,Carol Kane,740,14375181,Warren Beatty,Ishtar ,8929,3539,Isabelle Adjani,http://www.imdb.com/title/tt0093278/?ref_=fn_tt_tt_1,130,English,USA,PG-13,55000000,1987,644,4.2,782
Jean-Pierre Jeunet,246,122,0,53,Jamel Debbouze,328,33201661,Mathieu Kassovitz,Amélie ,567259,814,Isabelle Nanty,http://www.imdb.com/title/tt0211915/?ref_=fn_tt_tt_1,1330,French,France,R,77000000,2001,325,8.4,40000
Paul Weitz,159,109,81,623,Patrick Fugit,14000,13838130,Josh Hutcherson,Cirque du Freak: The Vampire's Assistant ,37154,16559,Chris Massoglia,http://www.imdb.com/title/tt0450405/?ref_=fn_tt_tt_1,160,English,USA,PG-13,40000000,2009,844,5.9,0
Dennie Gordon,69,91,30,784,Bob Saget,968,14018364,Mary-Kate Olsen,New York Minute ,18397,4064,Riley Smith,http://www.imdb.com/title/tt0363282/?ref_=fn_tt_tt_1,111,English,USA,PG,30000000,2004,799,4.9,862
Ulu Grosbard,56,106,25,624,Treat Williams,2000,13376506,Alexa PenaVega,The Deep End of the Ocean ,10801,4411,Jonathan Jackson,http://www.imdb.com/title/tt0120646/?ref_=fn_tt_tt_1,112,English,USA,PG-13,38000000,1999,677,6.3,605
Charles Shyer,137,103,16,645,Nia Long,877,13395939,Omar Epps,Alfie ,44777,3755,Jane Krakowski,http://www.imdb.com/title/tt0375173/?ref_=fn_tt_tt_1,147,English,UK,R,60000000,2004,842,6.2,0
Pierre Morel,226,115,182,90,Mark Rylance,1000,10640645,Ray Winstone,The Gunman ,30862,1761,Jasmine Trinca,http://www.imdb.com/title/tt2515034/?ref_=fn_tt_tt_1,116,English,USA,R,40000000,2015,596,5.8,0
William Malone,104,101,38,630,Jeffrey Combs,2000,13208023,Natascha McElhone,Feardotcom ,17543,4366,Udo Kier,http://www.imdb.com/title/tt0295254/?ref_=fn_tt_tt_1,389,English,UK,R,42000000,2002,945,3.3,626
Malcolm D. Lee,86,100,95,507,Mike Epps,762,12081447,Sean Hayes,Soul Men ,8017,3227,Sharon Leal,http://www.imdb.com/title/tt1111948/?ref_=fn_tt_tt_1,25,English,USA,R,,2008,726,6.5,901
Mic Rodgers,74,83,8,405,Xander Berkeley,619,10431220,Daniel von Bargen,Universal Soldier: The Return ,24858,2153,Brent Anderson,http://www.imdb.com/title/tt0176269/?ref_=fn_tt_tt_1,164,English,USA,R,45000000,1999,535,4.1,418
Christian Alvart,218,108,21,61,Dennis Quaid,12000,10326062,Norman Reedus,Pandorum ,125891,14132,Eddie Rouse,http://www.imdb.com/title/tt1188729/?ref_=fn_tt_tt_1,318,English,Germany,R,33000000,2009,2000,6.8,10000
Jerry Jameson,29,119,6,264,Jason Robards,630,7000000,M. Emmet Walsh,Raise the Titanic ,3070,2049,Anne Archer,http://www.imdb.com/title/tt0081400/?ref_=fn_tt_tt_1,73,English,UK,PG,36000000,1980,375,4.7,369
Danny DeVito,78,89,0,511,Amber Valletta,1000,9652000,Justin Theroux,Duplex ,47885,3148,Harvey Fierstein,http://www.imdb.com/title/tt0266489/?ref_=fn_tt_tt_1,149,English,USA,PG-13,40000000,2003,630,5.8,0
D.J. Caruso,253,105,157,534,Aaron Yoo,888,80050171,Sarah Roemer,Disturbia ,192759,2336,Jose Pablo Cantillo,http://www.imdb.com/title/tt0486822/?ref_=fn_tt_tt_1,492,English,USA,PG-13,20000000,2007,617,6.9,0
S.S. Rajamouli,48,159,50,94,Anushka Shetty,236,6498000,Tamannaah Bhatia,Baahubali: The Beginning ,69974,607,Prabhas,http://www.imdb.com/title/tt2631186/?ref_=fn_tt_tt_1,422,Telugu,India,UA,18026148,2015,140,8.3,22000
Gary Fleder,82,102,42,110,Golden Brooks,258,6114237,Tim Guinee,Impostor ,20457,685,Shane Brolly,http://www.imdb.com/title/tt0160399/?ref_=fn_tt_tt_1,207,English,USA,R,40000000,2001,216,6.2,914
Paul McGuigan,175,110,121,282,Daniel Mays,11000,5773519,Daniel Radcliffe,Victor Frankenstein ,36838,11934,Louise Brealey,http://www.imdb.com/title/tt1976009/?ref_=fn_tt_tt_1,112,English,USA,PG-13,40000000,2015,291,6,12000
Christian Duguay,53,93,19,62,Rupert Graves,548,4835968,Bridgette Wilson-Sampras,Extreme Ops ,4906,1163,Jana Pallaske,http://www.imdb.com/title/tt0283160/?ref_=fn_tt_tt_1,81,English,UK,PG-13,40000000,2002,466,4.5,161
Jean-Marie Poiré,62,84,8,223,Matt Ross,548,4777007,Bridgette Wilson-Sampras,Just Visiting ,15729,1175,John Aylward,http://www.imdb.com/title/tt0189192/?ref_=fn_tt_tt_1,97,English,France,PG-13,35000000,2001,270,5.8,582
Joel Coen,82,111,0,110,John Mahoney,1000,2869369,Bill Cobbs,The Hudsucker Proxy ,67458,1642,Jim True-Frost,http://www.imdb.com/title/tt0110074/?ref_=fn_tt_tt_1,216,English,UK,PG,30000000,1994,382,7.3,0
Joon-ho Bong,492,126,594,405,Ewen Bremner,11000,4563029,Chris Evans,Snowpiercer ,197035,12329,Kang-ho Song,http://www.imdb.com/title/tt1706620/?ref_=fn_tt_tt_1,534,English,South Korea,R,39200000,2013,578,7,60000
Danny Boyle,311,107,2000,181,Benedict Wong,11000,3675072,Chris Evans,Sunshine ,198449,11657,Troy Garity,http://www.imdb.com/title/tt0448134/?ref_=fn_tt_tt_1,815,English,UK,R,26000000,2007,391,7.3,16000
Ang Lee,145,113,0,749,Vin Diesel,17000,1721524,Kristen Stewart,Billy Lynn's Long Halftime Walk ,11000,32981,Ben Platt,http://www.imdb.com/title/tt2513074/?ref_=fn_tt_tt_1,75,English,UK,R,40000000,2016,14000,6.3,0
Iain Softley,80,107,35,963,Jonny Lee Miller,11000,7564000,Angelina Jolie,Hackers ,56677,15948,Fisher Stevens,http://www.imdb.com/title/tt0113243/?ref_=fn_tt_tt_1,225,English,USA,PG-13,20000000,1995,2000,6.2,13000
Geoffrey Sax,66,93,13,174,Sophie Okonedo,15000,652526,Alex Pettyfer,Alex Rider: Operation Stormbreaker ,20869,15655,Ashley Walters,http://www.imdb.com/title/tt0457495/?ref_=fn_tt_tt_1,187,English,UK,PG,40000000,2006,476,5.1,838
